TowNum,Tow Address,Tow Firm,Firm Address,Firm Phone,Vehicle State,Vehicle Plate,Year,Make,Model,Color,Date ,Time
304235,  11 PLYMOUTH ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,713XNJ,2003,NISSAN,PATHFINDER,BLU,2022015,156
304236, 150 ROOSEVELT ST,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,817CZS,1996,FORD,E150,WHI,2022015,234
304237,  89 PLYMOUTH ST,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,675ZWR,2002,FORD,EXPLORER,GRN,2022015,200
304238, 556 FRANKLIN AV,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,1ARGG5,2002,CHEVY,CAVALIER,GRN,2022015,211
304239,   2 BALDWIN ST,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,1AGXB9,2014,NISSAN,ALTIMA,WHI,2022015,216
304240, 160 ROOSEVELT ST,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,977YUT,2010,CHEVY,MALIBU,TAN,2022015,228
304241, 300 SUMMIT ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,918XOS,2008,VOLV,XC70,TAN,2022015,135
304242, 300 SUMMIT ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,210LDP,2005,CHEVY,EQUINOX,WHT,2022015,135
304243, 110 CRESCENT ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,MA,928SA8,2004,ACURA,TL,GRY,2022015,135
304244, 110 CRESCENT ST,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,ME,8094TG,2007,TOYT,PRIUS,BLK,2022015,135
304245, 110 CRESCENT ST,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,MA,221NK5,2012,HONDA,CIVIC,BLUE,2022015,135
304246, 100 CRESCENT ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,MA,37393,2008,VW,JETTA,WHT,2022015,136
304247,  49 CRESCENT ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,MA,498ZW5,2012,FORD,ESCAPE,BLK,2022015,136
304248,  37 CRESCENT ST,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,NY,FJZ6014,2011,JEEP,GRAND CHK,BLK,2022015,136
304249,  21 CRESCENT ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,NJ,M91CXN,2000,TOYT,TUN,GRN,2022015,136
304250,   9 CRESCENT ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,NY,GSD2491,2015,BMW,X3,GRY,2022015,136
304251,  19 CRESCENT ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,RI,4550,2009,TOYT,LANDCRUSIE,GRN,2022015,136
304252,  19 CRESCENT ST,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,NY,GHF3827,2014,FORD,EXPLORER,BLK,2022015,136
304253,  19 CRESCENT ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,MA,363VP6,2013,VW,JETTA,BLK,2022015,136
304254,  19 CRESCENT ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,NY,FLH9095,2004,AUDI,A4,GRY,2022015,136
304255,   1 SCHOOL ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,XD18,2012,NISS,SENTRA,GRY,2022015,136
304256,   1 COLONIAL ST,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,4AKEW3,2002,HOND,ODYSSEY,GRY,2022015,137
304257,  16 COLONIAL ST,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,247ZON,2003,HONDA,CIVIC,GRY,2022015,137
304258,  22 COLONIAL ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,1AHVH3,2004,HOND,CIVIC,WHT,2022015,137
304259,  26 COLONIAL ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,TX,DNF2091,2014,DODGE,ADVENGER,GRY,2022015,137
304261,  70 NILAN ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,338YOF,1999,NISSAN,PATHFINDER,GRY,2022015,152
304264, 457 BROADVIEW TER,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,881ZEN,2004,NISSAN,MURANO,TAN,2022015,234
304265, 457 BROADVIEW TER,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,0ANBX0,2003,NISSAN,MAXIMA,GRY,2022015,236
304266, 453 BROADVIEW TER,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,1997,TOYOTA,RAV4,GRY,2022015,154
304267, 475 BROADVIEW TER,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,208YWA,2009,CHEVY,HHR,WHI,2022015,245
304268, 475 BROADVIEW TER,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,1ALBU7,2007,NISSAN,MAXIMA,GRY,2022015,245
304269, 475 BROADVIEW TER,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,0AAUM5,1996,JEEP,GR CHEROKE,RED,2022015,250
304270, 115 SHERBROOKE AV,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,3AHEW8,2010,JEEP,LIBERTY,TAN,2022015,300
304271, 188 SEYMOUR ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,858YSJ,1994,HOND,ACCORD,RED,2022015,203
304272, 275 COLLINS ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,260WKK,2005,NISSAN,MURANO,RED,2022015,204
304273, 807 ASYLUM AV,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,342URJ,2006,HONDA,ACCORD,GRY,2022015,204
304274, 807 ASYLUM AV,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,8AEFE3,1997,NISSAN,MAXIMA,PUR/GRY,2022015,204
304275, 807 ASYLUM AV,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,NY,FXK2328,2005,NISSAN,ALTIMA,GRY,2022015,204
304276, 807 ASYLUM AV,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,LA,YJZ831,2008,MITSUBISHI,LANCER,GRY,2022015,204
304277, 807 ASYLUM AV,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,NY,GSP7803,2015,FORD,TAURUS,WHT,2022015,205
304278, 807 ASYLUM AV,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,5ARNN8,2001,CADILLAC,SEVILLE,GRY,2022015,205
304280,  34 WILLARD ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,7AJRA9,2001,BUICK,CENTURY,TAN,2022015,205
304281,  50 WILLARD ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,6ABHS5,2011,KIA,OLX,GRY,2022015,205
304282,  54 IRVING ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,7AATD9,2001,NISSAN,QUEST,TAN,2022015,213
304284,  50 MAGNOLIA ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,817UNF,1995,TOYOTA,CAMRY,GRN,2022015,213
304285,  50 MAGNOLIA ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,257XSP,1996,NISSAN,MAXIMA,GREEN,2022015,213
304286,  52 MAGNOLIA ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,7AHKB0,2002,FORD,TAURUS,RED,2022015,213
304287,  50 MAGNOLIA ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,113ZVP,2002,FORD,EXPLORER,WHITE,2022015,214
304288,  51 MAGNOLIA ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,0ARNN7,1996,ACURA,5-Mar,BLACK,2022015,214
304289,   4 VINE ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,681ZAW,2002,HONDA,ODYSSEY,GRAY,2022015,214
304290,   6 VINE ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,NC,ALV1803,2005,HONDA,CIVIC,BLUE,2022015,214
304291,  12 VINE ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,6AMAG9,2005,KIA,OPTIMA,GRAY,2022015,214
304293,  10 CONGRESS ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,8ASBP7,2010,FORD,FUSION,TAN,2022015,229
304294,  10 CONGRESS ST,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,218YRN,2010,CHEVY,AVEO,BLU,2022015,229
304296,  10 CONGRESS ST,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,5ABKT6,2003,MAZDA,TRIBUTE,RED,2022015,229
304297,  10 CONGRESS ST,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,583K8,1994,TOYT,UNKWN,UNKWN,2022015,229
304298,  10 MORRIS ST,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,153K5,2003,NISSAN,,,2022015,229
304299,  10 CONGRESS ST,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,2ASHM0,2001,VOLKSWAGON,PASSAT,GREEN,2022015,229
304300,  10 CONGRESS ST,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,380ZLC,2005,CHRYSLER,300,BLACK,2022015,229
304301,  10 MORRIS ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,2APRA2,2005,CADILAC,DEVILLE,BLK,2022015,229
304304, 200 PEARL ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,NY,GEZ5825,2011,KIA,SOL,BLUE,2022015,232
304311,  32 HANMER ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,MA,281PS7,2007,NISSAN,ALT,GRN,2022015,232
304322, 100 HENDRICXSEN AV,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,8AHUX2,2014,TOYOTA,COROLLA,RED,2022015,252
304323, 100 HENDRICXSEN AV,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,7ABXX9,2005,TOYOTA,COROLLA,GRAY,2022015,252
304324, 100 HENDRICXSEN AV,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,8AKEP4,2000,NISSAN,MAXIMA,BLACK,2022015,252
304325,  62 HENDRICXSEN AV,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,612ZCE,1996,NISSAN,QUEST,GREEN,2022015,252
304326,  70 HENDRICXSEN AV,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,4AMVB2,2013,NISSAN,ALTIMA,WHITE,2022015,252
304327,  62 HENDRICXSEN AV,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,9AJNTO,1995,NISSAN,MAXIMA,WHITE,2022015,253
304330,  70 HENDRICXSEN AV,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,604XTX,2008,NISSAN,ALTIMA,BLACK,2022015,253
304331,  90 HENDRICXSEN AV,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,4ANBS5,2007,DODGE,MAGNUM,RED,2022015,326
304332,  64 LENOX ST,WHITEY'S FRAME SHOP," 305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,2ARNP3,2006,NISSAN,ALTIMA,GRY,2022015,312
304333, 284 EDGEWOOD ST,WHITEY'S FRAME SHOP," 305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,198ZYJ,2005,HONDA,ACCORD,GRN,2022015,426
304334,EDGEWOOD ST & MANSFIELD ST,WHITEY'S FRAME SHOP," 305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,382ZNL,2002,NISSAN,ALTIMA,GRY,2022015,437
304335, 315 PALM ST,WHITEY'S FRAME SHOP," 305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,594ZKE,2011,TOYT,CAMRY,GRY,2022015,312
304336, 160 NORTH CANAAN ST,WHITEY'S FRAME SHOP," 305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,369ZBD,2005,NISS,ALT,GRY,2022015,312
304337, 202 EUCLID ST WEST,WHITEY'S FRAME SHOP," 305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,6ANNE8,2000,TOYT,CAMRY,BLU,2022015,312
304338,   8 HAROLD ST,WHITEY'S FRAME SHOP," 305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,387YXY,2001,HONDA,ACCORD,GRN,2022015,312
304339,  98 MORNINGSIDE ST WEST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,3ABKR6,2003,HYUN,ELANTRA,GRY,2022015,312
304340,  32 BALTIMORE ST,WHITEY'S FRAME SHOP," 305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,578VAZ,2004,CHEVY,TRAILBLAZE,BLK,2022015,737
304341,  30 BALTIMORE ST,WHITEY'S FRAME SHOP," 305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,7AFMH2,2003,ACURA,TL,WHI,2022015,916
304342,  20 VINE ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,975SBE,2003,CHEVY,IMPALA,RED,2022015,313
304343,  20 VINE ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,5ANGP9,2008,CHEVY,COBALT,GRAY,2022015,313
304344,  40 VINE ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,5ABXM1,1995,NISSAN,MAXIMA,TAN,2022015,313
304346,  92 MAGNOLIA ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,9AHFD7,2002,BUICK,REGAL,BLACK,2022015,313
304347,  90 MAGNOLIA ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,PA,EHP0856,1997,OLDSMOBILE,BRAVADA,GREEN,2022015,314
304348,  92 MAGNOLIA ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,8AKKV6,1999,PONTIAC,GRAND PRIX,RED,2022015,314
304349,  99 MAGNOLIA ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,0AHNW5,2011,NISSAN,ALTIMA,BLACK,2022015,314
304350, 395 GARDEN ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2001,MITSUBISHI,GALANT,RED,2022015,314
304351, 395 GARDEN ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,ME,7220UJ,2000,NISSAN,MAXIMA,BLACK,2022015,314
304352, 115 SHERBROOKE AV,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,7AGXJ9,2008,NISSAN,MAXIMA,GRAY,2022015,315
304353, 115 SHERBROOKE AV,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,,,2012,NISSAN,ROGUE,RED,2022015,315
304354,  86 MONROE ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,957WJA,2004,NISSAN,ALTIMA,BLACK,2022015,315
304355,  40 MONROE ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,963YAR,1996,JEEP,CHEROKEE,RED,2022015,315
304356,  86 MONROE ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,556ZXH,2000,HONDA,ACCORD,BLUE,2022015,315
304357,  34 MONROE ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,2ARGD8,1998,TOYOTA,4RUNNER,TAN,2022015,316
304358,  34 MONROE ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,853XDJ,2005,SUBARU,LEGACY,WHITE,2022015,316
304359,  34 MONROE ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,0APML4,1989,TOYOTA,COROLLA,WHITE,2022015,316
304360,  34 MONROE ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,880XZC,2004,CHRYSLER,PACIFICA,GRAY,2022015,316
304361, 503 NEW BRITAIN AV,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,182ZVP,1996,TOYOTA,AVALON,TAN,2022015,316
304363,  59 CURCOMBE ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,1DDA5,2009,ACURA,TL,GRY,2022015,404
304364, 140 HUYSHOPE AV,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,MA,474SR9,2004,VOLKSWAGON,JETTA,BLK,2022015,408
304365, 140 HUYSHOPE AV,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,257XRU,2009,TOYOTA,COROLLA,GRY,2022015,410
304366, 140 HUYSHOPE AV,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,131TXR,2005,KIA,SPORTAGE,BLU,2022015,414
304367, 140 HUYSHOPE AV,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,927XJY,2009,DODGE,CHARGER,GRY,2022015,418
304368, 140 HUYSHOPE AV,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,402XHK,2007,AUDI,A4,BLK,2022015,430
304369,   9 JOHN ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,MI,DDN5069,1999,FORD,EXPEDITION,GRN,2022015,446
304370, 322 HUDSON ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,8AEFD7,1999,TOYOTA,AVALON,WHI,2022015,450
304371, 296 HUDSON ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,613ZGA,2002,SATURN,VUE,ORG,2022015,456
304372,  22 COLONIAL ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,4AJNO0,1995,FORD,TAURUS,WHT,2022015,330
304373,  36 BROWNELL AV,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,2ARNR4,2007,HONDA,CRV,GRN,2022015,330
304374,  50 VERNON ST,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,109YOF,2001,CHEVY,G3500,RED,2022015,330
304375,  10 LINCOLN ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,7AEFL4,1999,HONDA,ACCORD,GRN,2022015,330
304376,  36 LINCOLN ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,8380CW,2002,DODGE,QUADCABS,GRY,2022015,330
304377,  40 LINCOLN ST,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,6ALBW8,2001,ACURA,32TL,BLU,2022015,330
304378,  50 LINCOLN ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,9ASHU3,2003,DODGE,GRAND VAN,BLU,2022015,330
304379,  80 LINCOLN ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,0AFSP3,1999,NISS,QUEST,GRY,2022015,330
304381, 156 MADISON ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,FL,AASB88,2002,FORD,F150,BLK,2022015,330
304382,  70 MADISON ST,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,TX,BBX8500,1997,FORD,TAURUS,GRN,2022015,331
304383,  30 MADISON ST,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,734WLK,1996,TOYT,AVALON,TAN,2022015,331
304384,  30 MADISON ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,604XZL,2006,KIA,SPECTRA,TAN,2022015,331
304385, 259 JEFFERSON ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,4AKUV3,2002,ACURA,MDX,WHT,2022015,331
304386, 212 JEFFERSON ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,2D959,1991,HONDA,CIVIC,RED,2022015,331
304387, 212 JEFFERSON ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,1996,DODGE,GRAND VAN,RED,2022015,331
304388, 200 JEFFERSON ST,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,0ANMA8,2002,HOND,ACC,TAN,2022015,331
304389, 332 JEFFERSON ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,TN,U4803B,2007,FORD,FREESTYLE,WHT,2022015,331
304391,  75 WARD ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,5ABNB0,1998,NISS,ALT,TAN,2022015,331
304392,  50 WILLARD ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,384ZBN,2005,TOYOTA,AVALON,TAN,2022015,356
304393,  34 WILLARD ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,190ZNL,2009,FORD,ESCAPE,GRAY,2022015,356
304394,  34 WILLARD ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,777ZLC,2006,CHEVY,EQUINOX,GRAY,2022015,356
304395,  34 WILLARD ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,892YNZ,1997,TOYOTA,AVALON,RED,2022015,356
304396,   1 TOWNLEY ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,FL,DBLC20,2004,KIA,,WHITE,2022015,356
304397,  30 TOWNLEY ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,6AJBG6,2004,TOYOTA,COROLLA,GRAY,2022015,357
304398,  59 ATWOOD ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,3AAER1,2003,HONDA,ACCORD,BLK,2022015,357
304399,  59 ATWOOD ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,8AMTG8,2005,CHEVY,IMPALA,GRAY,2022015,357
304400,   1 GARDEN ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,VA,WMP7288,2014,NISSAN,,BLUE,2022015,357
304401,   1 GARDEN ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,OANWJ6,2015,FORD,TAURUS,BLACK,2022015,357
304402, 524 HUDSON ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,723ZNA,2008,NISSAN,PATHFINDER,GRAY,2022015,404
304403,   1 HOADLEY PL,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,825ZVO,2007,NISSAN,MURANO,BLACK,2022015,404
304404,   1 HOADLEY PL,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,2AHHT2,2010,HONDA,CIVIC,BROWN GRAY,2022015,404
304406,  84 WADSWORTH ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2003,LNDRV,FREELNDR,GRN,2022015,404
304407,  68 WADSWORTH ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,8ALGN4,2008,NISS,ALT,TAN,2022015,405
304409, 217 BUCKINGHAM ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,0ANMK5,2001,HONDA,CIVIC,BLK,2022015,405
304410, 131 WASHINGTON ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,779XET,1997,FORD,F150,RED,2022015,405
